"","x"
"1",-0.117942532826472
"2",1.47921849348111
"3",-2.54203485842544
"4",3.40129318934843
"5",0.728411191005179
"6",-3.30358562107795
"7",1.7856980850342
"8",-0.435696385788647
"9",-0.0951907254880573
"10",0.387377670744602
"11",2.48268959238743
"12",0.563310682042615
"13",-2.86441845392559
"14",-5.88036373975436
"15",2.60077156697404
"16",-0.264414146761686
"17",-0.62380899641405
"18",0.553645160474522
"19",0.545143889003893
"20",3.22390625179934
"21",1.51146514984161
"22",2.33827781348361
"23",0.934136367409661
"24",-3.21545731138085
"25",1.53446025535446
"26",-1.36461340323066
"27",-1.32109476618032
"28",-2.19011357325261
"29",-2.2646536228
"30",1.36342321746306
"31",2.18381952948075
"32",-0.603951468779629
"33",-0.0142262273760908
"34",-0.337751217436358
"35",-1.87693427200541
"36",-0.376255949058185
"37",-1.02104405514411
"38",0.751378731267909
"39",3.85605447811459
"40",1.51998256800024
"41",0.141442260600587
"42",-0.228504711208274
"43",0.416023809791363
"44",0.186740255201364
"45",0.542259073522158
"46",-0.53371252614806
"47",1.47124569620014
"48",1.68463925308027
"49",0.260696140691813
"50",1.91407149245441
"51",0.838210514821407
"52",-1.00063047455849
"53",-0.328225703155365
"54",0.142495909809636
"55",3.66800919367296
"56",3.70959183805607
"57",0.478446417896217
"58",-2.71552733863794
"59",2.85059776236068
"60",-0.664482760784409
"61",2.48174466455764
"62",1.28563918993323
"63",2.51170785763031
"64",-0.718312001797377
"65",-2.8969213837584
"66",-1.45694298166796
"67",-3.8789307957125
"68",1.0971811458461
"69",-0.50796134235118
"70",4.50879546310293
"71",1.80653827984973
"72",-2.23985598872337
"73",1.09784994700243
"74",-1.61324702724707
"75",-0.788340462240881
"76",-0.375651056492194
"77",-2.49089400819735
"78",-1.84339871844755
"79",0.704419833593098
"80",-1.23916108372651
"81",-0.365251161243878
"82",-0.411196617405019
"83",2.74926791866067
"84",-2.82291502670008
"85",1.21143436042542
"86",0.0429380826622482
"87",3.38820905517912
"88",-1.01414189004437
"89",1.40680139127506
"90",0.69883673607459
"91",0.69648441280387
"92",3.12694957629022
"93",1.98311407552753
"94",1.39127834676264
"95",3.04835770066826
"96",-0.973873245841691
"97",-0.855790522095388
"98",-0.0826496739862623
"99",-3.21584186602198
"100",-0.564793713708243
"101",-1.01101171787768
"102",-0.765472762608256
"103",-0.181349811166867
"104",2.94231449930662
"105",0.842599251574174
"106",-1.23606575879628
"107",-0.0192663644524524
"108",0.391220080691165
"109",1.10302014877726
"110",-0.0346911738005058
"111",3.09739286874631
"112",1.48563204412508
"113",-0.907501057692254
"114",-3.88401196843038
"115",0.846955930344948
"116",0.58718667291342
"117",-0.8221809723408
"118",1.4219435319365
"119",1.53759032496139
"120",-0.460048444870319
"121",1.73841779124508
"122",1.12441496461893
"123",-0.569381485208083
"124",-4.53330098806166
"125",2.48514067254085
"126",-1.37117883001911
"127",-0.526975494838682
"128",-5.41346647791801
"129",-1.63046943032331
"130",0.334585934969488
"131",4.25968489101012
"132",-1.16759351992275
"133",-0.0968363133226678
"134",-1.50523969907017
"135",-2.57431394684081
"136",0.324102861187977
"137",-1.98711351750719
"138",-0.544351194896393
"139",3.56635935281527
"140",0.842054102256427
"141",0.356465015869103
"142",-0.117219817459278
"143",0.0885308270041703
"144",2.33021440844844
"145",-0.582337370826729
"146",-1.90319282335004
"147",-0.174829530356502
"148",1.14664743094391
"149",0.589370990844958
"150",1.197966172725
"151",-1.07799355803518
"152",-1.36695749742264
"153",1.45414339259119
"154",-3.41784412232913
"155",2.62813187573174
"156",2.73860647098947
"157",-0.617636740007383
"158",-2.22076888064658
"159",1.10575447884719
"160",-0.892435625989119
"161",4.09387205945662
"162",0.792965408942407
"163",1.48461674393872
"164",-0.130930950012525
"165",-4.69973495018564
"166",-0.898034104135163
"167",-2.8470109398957
"168",2.52429457968297
"169",-0.901811107456815
"170",3.90590068384596
"171",0.575438311856348
"172",-1.92133525699034
"173",1.71806528275686
"174",-0.347314325059574
"175",-1.51917497266685
"176",1.829015005006
"177",-1.21645107393535
"178",0.846555417252192
"179",-0.832393106942988
"180",-1.3182632974936
"181",1.04810044083649
"182",-0.283185240126271
"183",2.05086506717572
"184",-3.63134706151183
"185",1.9591608771295
"186",2.77209010418883
"187",2.53835671139976
"188",-0.869632725362558
"189",2.81382126583627
"190",-0.24463264189648
"191",0.0464924512976042
"192",1.99439048388269
"193",1.29905786137017
"194",2.61873267777678
"195",1.3739062341863
"196",0.808722912779887
"197",-2.53766917356734
"198",-1.5888485471407
"199",-4.0872329626779
"200",-1.58820242906147
"201",-2.80994336593532
"202",2.29045030140704
"203",-3.52808685321995
"204",1.08444316868055
"205",1.35666407057507
"206",-0.733492360507701
"207",0.778869905972947
"208",1.26982892230283
"209",1.87660587378209
"210",0.78794218111909
"211",1.43300718747447
"212",2.08418354946259
"213",-1.04646942738596
"214",-4.7687432198407
"215",3.51500597642999
"216",0.849906467042981
"217",1.24557195973833
"218",1.59651227773579
"219",2.41861483987775
"220",1.48352827564621
"221",1.32075518843502
"222",3.32150562580181
"223",0.310856785585502
"224",-4.03338776756488
"225",1.76862309645825
"226",0.277477042197613
"227",-1.01736242825421
"228",-2.99468324289098
"229",1.65014437856841
"230",0.763290015616137
"231",2.42108721162776
"232",0.528754881376006
"233",1.17682396955533
"234",-0.645911157205535
"235",-3.83684192457429
"236",0.0178122809047619
"237",-0.669734892413892
"238",0.363620429353785
"239",1.90872593924364
"240",-0.125758774562181
"241",-0.25995259423129
"242",1.88385333968884
"243",-0.0678449354915602
"244",0.128520104599586
"245",-2.71356513360199
"246",-1.78012192565729
"247",2.11061817225334
"248",1.38374859327666
"249",-0.48026405854036
"250",0.473588349311353
"251",0.861478177734826
"252",-0.188726365080649
"253",2.94245517470908
"254",-0.944029916846218
"255",1.99602405771501
"256",3.45766976162662
"257",-0.126987397677147
"258",-2.09831066888764
"259",1.41476955450359
"260",-1.582407991133
"261",4.376705653666
"262",-1.00488425314624
"263",0.450920800290312
"264",-0.662896284660772
"265",-1.90133698728292
"266",0.371916705888154
"267",-2.97646833828722
"268",2.42192894946981
"269",-0.550501942904933
"270",5.96139091753716
"271",1.94488546463765
"272",-0.723047002437826
"273",2.92142337994351
"274",-2.84593720855118
"275",-0.458449218518863
"276",1.8093417951955
"277",-0.579560734459269
"278",0.626543687189905
"279",0.210024090754349
"280",-1.28986768380509
"281",-2.7135710257063
"282",0.472232615570985
"283",4.49849739125205
"284",-0.957360644186363
"285",1.35768670238437
"286",0.558022953505982
"287",2.30819416913205
"288",0.537560331055693
"289",2.21733644243498
"290",0.942141734078482
"291",0.0292386732307586
"292",2.38865976797279
"293",2.81852743473718
"294",2.58606731266487
"295",6.81324053582198
"296",1.06297025553655
"297",-3.22133173380269
"298",-0.700722871058436
"299",-2.85505047616049
"300",-0.311518128357052
"301",-0.911659222350128
"302",1.68345381148384
"303",-2.63103370848146
"304",1.98498639289476
"305",2.22658860184537
"306",-1.41565096844496
"307",0.0524474474163603
"308",0.402876999856244
"309",0.59920441774459
"310",-0.0203153731757268
"311",2.49628692617678
"312",2.12153263658673
"313",-0.998636532597014
"314",-4.23351898496069
"315",2.23434210765998
"316",-0.387444546182238
"317",-0.200059673259329
"318",3.04415100130712
"319",0.303678380978862
"320",2.2745714176932
"321",1.48727054651717
"322",2.29899584601303
"323",0.0907154829466282
"324",-5.3245162959795
"325",1.58655676506725
"326",-0.750662126042219
"327",0.812801341108021
"328",-3.76923779861344
"329",-2.74408024773269
"330",-0.0181268821648606
"331",2.14533638070174
"332",-1.03150613339515
"333",0.537759129072281
"334",-0.702936577273521
"335",-3.16486130841682
"336",-0.501997688190705
"337",-1.9522265191104
"338",0.641550871600037
"339",2.19749490791738
"340",1.48812372600009
"341",-2.3652846124872
"342",-0.807952439709577
"343",0.838280646378005
"344",1.96062181306261
"345",0.0133091219435519
"346",-0.183744098674421
"347",-0.384173537878492
"348",0.741011956367265
"349",-0.314212301447175
"350",0.702558565046975
"351",-0.808100433245934
"352",-0.432702120476313
"353",0.750395910907831
"354",-1.6443301924335
"355",1.66297965057488
"356",3.62034496165109
"357",-1.90569158735613
"358",-2.91768402026821
"359",1.36865129668987
"360",-1.08510212604439
"361",3.80979000639611
"362",-1.38464846447552
"363",-0.0547430466063232
"364",-0.806843615675339
"365",0.217252786049344
"366",-0.278047997445288
"367",-4.72308588340803
"368",1.52560427675741
"369",0.155862989636151
"370",3.95121642829553
"371",1.2030883775472
"372",-1.70259929957559
"373",2.08912031951229
"374",-1.14810414200084
"375",-1.45119719906968
"376",0.82639453141332
"377",0.227778915634448
"378",-0.0743420104616345
"379",1.0816077022537
"380",-1.33702363104529
"381",-1.81884698043961
"382",-1.4904583216728
"383",1.64726100152204
"384",-3.79581319870097
"385",1.76396990140351
"386",0.613801278496073
"387",1.49586250095725
"388",-1.50670391277935
"389",2.25272349534986
"390",0.297448288789857
"391",-2.3338434835797
"392",1.98572627558082
